Fecha;Representante;CódigoProducto;Unidades
12/12/2015;Mariana Rojas Medina;B01LQV1YHO;2
12/12/2015;Alejandro Soto Vásquez;B00NQGP42Y;2
12/12/2015;Valentina Vega Ruiz;B018IZ0SWI;3
12/12/2015;Andrés Gómez Paredes;B01KBH547A;1
13/12/2015;Gabriela Huamán Castro;B01KBH547A;2
13/12/2015;Eduardo Torres López;B00K15Q2B0;7
13/12/2015;Carla Medina Vargas;B01DZJFWNC;3
13/12/2015;Ricardo García Huerta;B018IZ0SWI;1
13/12/2015;Laura Chávez Castro;B018IZ0SWI;2
13/12/2015;Carlos González Ruiz;B00F3J4B5S;10
13/12/2015;Silvia Castro López;B00K15Q2B0;1
13/12/2015;Juan Carlos Rodríguez Medina;B00F3J4B5S;2
13/12/2015;Luisa Fernández Vargas;B01DZJFWNC;3
13/12/2015;José Morales Huamán;B016B7INC2;1
13/12/2015;Ana Paula Rojas Torres;B00NQGP42Y;3
13/12/2015;Miguel Ángel Vega López;B018IZ0SWI;3
13/12/2015;Carla García Castro;B01DZJFWNC;2
13/12/2015;Eduardo Castro Ruiz;B01KBH547A;2
13/12/2015;Gabriela Ramírez Vargas;B00F3J4B5S;2
13/12/2015;Ricardo Gómez Medina;B016B7INC2;19
13/12/2015;Laura Flores Salazar;B018IZ0SWI;2
13/12/2015;Juan Carlos Rodríguez Delgado;B015YCRYZM;8
13/12/2015;Luisa García Vásquez;B00J0O5J4Y;10
13/12/2015;Ana María Castro Salinas;B01KBH547A;1
13/12/2015;Ana María Castro Chávez;B01LQV1YHO;3
13/12/2015;Laura Flores Guzmán;B00J0O5J4Y;3
13/12/2015;Carlos González Medina;B01LQV1YHO;2
13/12/2015;Miguel Ángel Vega Torres;B016381QZA;1
13/12/2015;Rafaela Cáceres Castro;B00F3J4B5S;3
13/12/2015;Carla Fernández Mendoza;B00K15Q2B0;3
13/12/2015;Adrián Vega Ruiz;B00NQGP42Y;3
13/12/2015;Diego Morales Castro;B00F3J4B5S;1
13/12/2015;Ricardo Gómez Vargas;B00J0O5J4Y;18
13/12/2015;Silvia Ramírez Rivera;B01LQV1YHO;4
13/12/2015;Eduardo Cáceres Salazar;B016381QZA;18
13/12/2015;Juan Carlos Rodríguez Huamán;B01KBH547A;1
13/12/2015;Gabriela Rojas Huerta;B00NQGP42Y;1
13/12/2015;Verónica Quispe Rodríguez;B01KBH547A;2
13/12/2015;Julio Vargas López;B00F3J4B5S;2
13/12/2015;Valentina Torres Vega;B00NQGP42Y;3
13/12/2015;Mariana Ruiz Cruz;B00NQGP42Y;2
13/12/2015;Luis Torres Medina;B00K15Q2B0;3
13/12/2015;Andrés Ramos Silva;B018IZ0SWI;2
13/12/2015;Ana Paula Sánchez Vargas;B01KBH547A;1
13/12/2015;Alejandro Ortega Salinas;B01KBH547A;1
13/12/2015;Sofía Castro Valdez;B01EYT1URO;2
13/12/2015;Lucía Pérez Guerra;B01DZJFWNC;3
13/12/2015;Sebastián Salazar Peña;B01DZJFWNC;1
13/12/2015;Carolina Espinoza Ramírez;B01EYT1URO;1
13/12/2015;Manuel Rojas Cárdenas;B00J0O5J4Y;3
13/12/2015;Gabriela Navarro Gómez;B016B7INC2;2
13/12/2015;Andrés Soto Paredes;B00K15Q2B0;3
13/12/2015;Víctor García Soto;B00F3J4B5S;2
13/12/2015;Camila Paredes Delgado;B016381QZA;2
13/12/2015;Valeria Tapia Castro;B01KBH547A;3
13/12/2015;Eduardo Morales Sánchez;B00F3J4B5S;1
13/12/2015;María Fernández Vásquez;B00F3J4B5S;3
14/12/2015;Jorge Huamán Flores;B016381QZA;1
14/12/2015;Daniela Chávez Paredes;B018IZ0SWI;5
14/12/2015;José López Ramírez;B018IZ0SWI;1
14/12/2015;Ana María Vargas Vega;B018IZ0SWI;3
14/12/2015;Carlos Rivera Castro;B00K15Q2B0;1
14/12/2015;Brenda Torres Sánchez;B00J0O5J4Y;3
14/12/2015;Luis González López;B016381QZA;2
14/12/2015;Patricia Medina Vargas;B018IZ0SWI;3
14/12/2015;Miguel García Huamán;B016381QZA;1
14/12/2015;Adriana Rodríguez Silva;B016381QZA;3
14/12/2015;Juan Pérez Torres;B018IZ0SWI;22
14/12/2015;Sofía Castro Salinas;B01KBH547A;2
14/12/2015;Diego Morales López;B016381QZA;3
14/12/2015;Mariana Rojas Medina;B00K15Q2B0;1
14/12/2015;Alejandro Soto Vásquez;B01EYT1URO;1
14/12/2015;Valentina Vega Ruiz;B018IZ0SWI;2
14/12/2015;Andrés Gómez Paredes;B00F3J4B5S;1
14/12/2015;Gabriela Huamán Castro;B018IZ0SWI;3
14/12/2015;Eduardo Torres López;B00K15Q2B0;4
14/12/2015;Carla Medina Vargas;B01KBH547A;2
14/12/2015;Ricardo García Huerta;B018IZ0SWI;2
14/12/2015;Laura Chávez Castro;B00F3J4B5S;1
14/12/2015;Carlos González Ruiz;B016381QZA;4
14/12/2015;Silvia Castro López;B01LQV1YHO;3
14/12/2015;Juan Carlos Rodríguez Medina;B018IZ0SWI;3
14/12/2015;Luisa Fernández Vargas;B00K15Q2B0;3
14/12/2015;José Morales Huamán;B018IZ0SWI;3
14/12/2015;Ana Paula Rojas Torres;B01KBH547A;2
14/12/2015;Miguel Ángel Vega López;B00K15Q2B0;1
14/12/2015;Carla García Castro;B018IZ0SWI;3
14/12/2015;Eduardo Castro Ruiz;B01DZJFWNC;3
14/12/2015;Gabriela Ramírez Vargas;B00F3J4B5S;1
14/12/2015;Ricardo Gómez Medina;B01LQV1YHO;15
14/12/2015;Laura Flores Salazar;B00F3J4B5S;2
14/12/2015;Juan Carlos Rodríguez Delgado;B01LQV1YHO;2
14/12/2015;Luisa García Vásquez;B00NQGP42Y;3
14/12/2015;Ana María Castro Salinas;B00J0O5J4Y;2
14/12/2015;Ana María Castro Chávez;B018IZ0SWI;3
14/12/2015;Laura Flores Guzmán;B01KBH547A;2
14/12/2015;Carlos González Medina;B00K15Q2B0;1
14/12/2015;Miguel Ángel Vega Torres;B016B7INC2;3
14/12/2015;Rafaela Cáceres Castro;B00F3J4B5S;4
14/12/2015;Carla Fernández Mendoza;B016381QZA;3
14/12/2015;Adrián Vega Ruiz;B00NQGP42Y;3
14/12/2015;Diego Morales Castro;B01DZJFWNC;2
14/12/2015;Ricardo Gómez Vargas;B01DZJFWNC;2
14/12/2015;Silvia Ramírez Rivera;B00F3J4B5S;3
14/12/2015;Eduardo Cáceres Salazar;B01DZJFWNC;2
14/12/2015;Juan Carlos Rodríguez Huamán;B00NQGP42Y;1
14/12/2015;Gabriela Rojas Huerta;B00K15Q2B0;1
14/12/2015;Verónica Quispe Rodríguez;B01LQV1YHO;2
14/12/2015;Julio Vargas López;B018IZ0SWI;1
14/12/2015;Valentina Torres Vega;B00NQGP42Y;3
14/12/2015;Mariana Ruiz Cruz;B00K15Q2B0;2
14/12/2015;Luis Torres Medina;B01EYT1URO;3
14/12/2015;Andrés Ramos Silva;B016381QZA;1
14/12/2015;Ana Paula Sánchez Vargas;B018IZ0SWI;4
15/12/2015;Alejandro Ortega Salinas;B00NQGP42Y;2
15/12/2015;Sofía Castro Valdez;B01KBH547A;3
15/12/2015;Lucía Pérez Guerra;B016381QZA;3
15/12/2015;Sebastián Salazar Peña;B00F3J4B5S;2
15/12/2015;Carolina Espinoza Ramírez;B01KBH547A;3
15/12/2015;Manuel Rojas Cárdenas;B018IZ0SWI;2
15/12/2015;Gabriela Navarro Gómez;B01LQV1YHO;1
15/12/2015;Andrés Soto Paredes;B016B7INC2;2
15/12/2015;Víctor García Soto;B01EYT1URO;1
15/12/2015;Camila Paredes Delgado;B016381QZA;3
15/12/2015;Valeria Tapia Castro;B00K15Q2B0;4
15/12/2015;Eduardo Morales Sánchez;B01KBH547A;24
15/12/2015;María Fernández Vásquez;B00F3J4B5S;1
15/12/2015;Jorge Huamán Flores;B00F3J4B5S;3
15/12/2015;Daniela Chávez Paredes;B00F3J4B5S;2
15/12/2015;José López Ramírez;B00F3J4B5S;5
15/12/2015;Ana María Vargas Vega;B01LQV1YHO;2
15/12/2015;Carlos Rivera Castro;B00K15Q2B0;10
15/12/2015;Brenda Torres Sánchez;B01DZJFWNC;2
15/12/2015;Luis González López;B01KBH547A;22
15/12/2015;Patricia Medina Vargas;B016381QZA;3
15/12/2015;Miguel García Huamán;B00J0O5J4Y;1
15/12/2015;Adriana Rodríguez Silva;B018IZ0SWI;1
15/12/2015;Juan Pérez Torres;B00F3J4B5S;2
15/12/2015;Sofía Castro Salinas;B01KBH547A;3
15/12/2015;Diego Morales López;B00NQGP42Y;1
15/12/2015;Mariana Rojas Medina;B01DZJFWNC;14
15/12/2015;Alejandro Soto Vásquez;B018IZ0SWI;1
15/12/2015;Valentina Vega Ruiz;B018IZ0SWI;3
15/12/2015;Andrés Gómez Paredes;B018IZ0SWI;1
15/12/2015;Gabriela Huamán Castro;B00K15Q2B0;3
15/12/2015;Eduardo Torres López;B015YCRYZM;1
15/12/2015;Carla Medina Vargas;B00F3J4B5S;2
15/12/2015;Ricardo García Huerta;B00F3J4B5S;1
15/12/2015;Laura Chávez Castro;B015YCRYZM;1
15/12/2015;Carlos González Ruiz;B00F3J4B5S;3
15/12/2015;Silvia Castro López;B01KBH547A;1
15/12/2015;Juan Carlos Rodríguez Medina;B01LQV1YHO;2
15/12/2015;Luisa Fernández Vargas;B01KBH547A;3
15/12/2015;José Morales Huamán;B00F3J4B5S;3
15/12/2015;Ana Paula Rojas Torres;B00F3J4B5S;2
15/12/2015;Miguel Ángel Vega López;B01KBH547A;2
15/12/2015;Carla García Castro;B018IZ0SWI;2
15/12/2015;Eduardo Castro Ruiz;B00F3J4B5S;1
15/12/2015;Gabriela Ramírez Vargas;B01DZJFWNC;3
15/12/2015;Ricardo Gómez Medina;B018IZ0SWI;23
15/12/2015;Laura Flores Salazar;B01KBH547A;3
15/12/2015;Juan Carlos Rodríguez Delgado;B01KBH547A;3
15/12/2015;Luisa García Vásquez;B01EYT1URO;13
15/12/2015;Ana María Castro Salinas;B016381QZA;1
15/12/2015;Ana María Castro Chávez;B01EYT1URO;3
15/12/2015;Laura Flores Guzmán;B00F3J4B5S;18
15/12/2015;Carlos González Medina;B01KBH547A;2
15/12/2015;Miguel Ángel Vega Torres;B018IZ0SWI;17
15/12/2015;Rafaela Cáceres Castro;B01KBH547A;1
15/12/2015;Carla Fernández Mendoza;B01KBH547A;2
15/12/2015;Adrián Vega Ruiz;B00F3J4B5S;3
15/12/2015;Diego Morales Castro;B00K15Q2B0;1
15/12/2015;Ricardo Gómez Vargas;B00K15Q2B0;4
15/12/2015;Silvia Ramírez Rivera;B00NQGP42Y;3
15/12/2015;Eduardo Cáceres Salazar;B01KBH547A;7
15/12/2015;Juan Carlos Rodríguez Huamán;B01DZJFWNC;1
15/12/2015;Gabriela Rojas Huerta;B00J0O5J4Y;1
15/12/2015;Verónica Quispe Rodríguez;B00J0O5J4Y;2
15/12/2015;Julio Vargas López;B01KBH547A;2
15/12/2015;Valentina Torres Vega;B01KBH547A;2
15/12/2015;Mariana Ruiz Cruz;B01LQV1YHO;1
15/12/2015;Luis Torres Medina;B018IZ0SWI;1
15/12/2015;Andrés Ramos Silva;B018IZ0SWI;2
15/12/2015;Ana Paula Sánchez Vargas;B018IZ0SWI;3
15/12/2015;Alejandro Ortega Salinas;B00NQGP42Y;2
15/12/2015;Sofía Castro Valdez;B00F3J4B5S;1
16/12/2015;Lucía Pérez Guerra;B016B7INC2;18
16/12/2015;Sebastián Salazar Peña;B01DZJFWNC;1
16/12/2015;Carolina Espinoza Ramírez;B01DZJFWNC;2
16/12/2015;Manuel Rojas Cárdenas;B00K15Q2B0;1
16/12/2015;Gabriela Navarro Gómez;B016381QZA;1
16/12/2015;Andrés Soto Paredes;B01DZJFWNC;2
16/12/2015;Víctor García Soto;B00NQGP42Y;3
16/12/2015;Camila Paredes Delgado;B00F3J4B5S;2
16/12/2015;Valeria Tapia Castro;B01KBH547A;1
16/12/2015;Eduardo Morales Sánchez;B00K15Q2B0;1
16/12/2015;María Fernández Vásquez;B00K15Q2B0;1
16/12/2015;Jorge Huamán Flores;B018IZ0SWI;4
16/12/2015;Daniela Chávez Paredes;B018IZ0SWI;2
16/12/2015;José López Ramírez;B00K15Q2B0;1
16/12/2015;Ana María Vargas Vega;B01DZJFWNC;1
16/12/2015;Carlos Rivera Castro;B016381QZA;3
16/12/2015;Brenda Torres Sánchez;B016381QZA;4
16/12/2015;Luis González López;B01KBH547A;3
16/12/2015;Patricia Medina Vargas;B00F3J4B5S;6
16/12/2015;Miguel García Huamán;B01LQV1YHO;2
16/12/2015;Adriana Rodríguez Silva;B00F3J4B5S;1
16/12/2015;Juan Pérez Torres;B00F3J4B5S;2
16/12/2015;Sofía Castro Salinas;B00K15Q2B0;2
16/12/2015;Diego Morales López;B01KBH547A;2
16/12/2015;Mariana Rojas Medina;B00NQGP42Y;1
16/12/2015;Alejandro Soto Vásquez;B01LQV1YHO;1
16/12/2015;Valentina Vega Ruiz;B018IZ0SWI;1
16/12/2015;Andrés Gómez Paredes;B018IZ0SWI;1
16/12/2015;Gabriela Huamán Castro;B01EYT1URO;3
16/12/2015;Eduardo Torres López;B018IZ0SWI;1
16/12/2015;Carla Medina Vargas;B01LQV1YHO;3
16/12/2015;Ricardo García Huerta;B00F3J4B5S;1
16/12/2015;Laura Chávez Castro;B016381QZA;3
16/12/2015;Carlos González Ruiz;B01KBH547A;3
16/12/2015;Silvia Castro López;B00F3J4B5S;1
16/12/2015;Juan Carlos Rodríguez Medina;B00NQGP42Y;3
16/12/2015;Luisa Fernández Vargas;B01EYT1URO;3
16/12/2015;José Morales Huamán;B01EYT1URO;2
16/12/2015;Ana Paula Rojas Torres;B016381QZA;1
16/12/2015;Miguel Ángel Vega López;B00F3J4B5S;1
16/12/2015;Carla García Castro;B018IZ0SWI;2
16/12/2015;Eduardo Castro Ruiz;B015YCRYZM;16
16/12/2015;Gabriela Ramírez Vargas;B00NQGP42Y;24
16/12/2015;Ricardo Gómez Medina;B00K15Q2B0;3
16/12/2015;Laura Flores Salazar;B01DZJFWNC;2
16/12/2015;Juan Carlos Rodríguez Delgado;B018IZ0SWI;12
16/12/2015;Luisa García Vásquez;B01KBH547A;1
16/12/2015;Ana María Castro Salinas;B00F3J4B5S;3
16/12/2015;Ana María Castro Chávez;B00F3J4B5S;3
16/12/2015;Laura Flores Guzmán;B01KBH547A;2
16/12/2015;Carlos González Medina;B01LQV1YHO;3
17/12/2015;Miguel Ángel Vega Torres;B01EYT1URO;3
17/12/2015;Rafaela Cáceres Castro;B01EYT1URO;16
17/12/2015;Carla Fernández Mendoza;B00F3J4B5S;3
17/12/2015;Adrián Vega Ruiz;B018IZ0SWI;3
17/12/2015;Diego Morales Castro;B01DZJFWNC;2
17/12/2015;Ricardo Gómez Vargas;B00K15Q2B0;2
17/12/2015;Luisa García López;B018IZ0SWI;2
17/12/2015;Juan Carlos Rodríguez Huamán;B018IZ0SWI;3
17/12/2015;Ana María Castro Chávez;B00NQGP42Y;4
17/12/2015;Miguel Ángel Vega Torres;B01KBH547A;2
17/12/2015;Carla Fernández Mendoza;B015YCRYZM;3
17/12/2015;Ricardo Gómez Vargas;B015YCRYZM;3
17/12/2015;Silvia Ramírez Rivera;B00K15Q2B0;1
17/12/2015;Diego Morales Castro;B00F3J4B5S;6
17/12/2015;Gabriela Rojas Huerta;B018IZ0SWI;15
17/12/2015;Eduardo Cáceres Salazar;B016B7INC2;3
17/12/2015;Verónica Quispe Rodríguez;B00F3J4B5S;2
17/12/2015;Carlos González Medina;B00K15Q2B0;2
17/12/2015;Laura Flores Guzmán;B00NQGP42Y;2
17/12/2015;Julio Vargas López;B00K15Q2B0;17
17/12/2015;Valentina Torres Vega;B015YCRYZM;1
17/12/2015;Andrés Ramos Silva;B01KBH547A;2
17/12/2015;Mariana Ruiz Cruz;B01KBH547A;3
17/12/2015;Luis Torres Medina;B00J0O5J4Y;1
17/12/2015;Ana Paula Sánchez Vargas;B015YCRYZM;3
17/12/2015;Rafaela Cáceres Castro;B018IZ0SWI;1
17/12/2015;Alejandro Ortega Salinas;B01DZJFWNC;9
17/12/2015;Camila Paredes Delgado;B00NQGP42Y;21
17/12/2015;Víctor García Soto;B016381QZA;4
17/12/2015;Sofía Castro Valdez;B016381QZA;2
17/12/2015;Adrián Vega Ruiz;B018IZ0SWI;2
17/12/2015;Lucía Pérez Guerra;B00F3J4B5S;25
17/12/2015;Sebastián Salazar Peña;B01EYT1URO;3
17/12/2015;Carolina Espinoza Ramírez;B00F3J4B5S;2
17/12/2015;Manuel Rojas Cárdenas;B00NQGP42Y;1
17/12/2015;Gabriela Navarro Gómez;B00J0O5J4Y;3
17/12/2015;Andrés Soto Paredes;B018IZ0SWI;2
17/12/2015;Valeria Tapia Castro;B01DZJFWNC;2
17/12/2015;Eduardo Morales Sánchez;B01DZJFWNC;1
17/12/2015;María Fernández Vásquez;B00F3J4B5S;2
17/12/2015;Jorge Huamán Flores;B00F3J4B5S;2
17/12/2015;Daniela Chávez Paredes;B01KBH547A;2
17/12/2015;José López Ramírez;B015YCRYZM;3
17/12/2015;Ana María Vargas Vega;B00F3J4B5S;19
17/12/2015;Carlos Rivera Castro;B01EYT1URO;1
17/12/2015;Brenda Torres Sánchez;B016381QZA;3
17/12/2015;Luis González López;B00K15Q2B0;3
17/12/2015;Patricia Medina Vargas;B01KBH547A;1
17/12/2015;Miguel García Huamán;B00K15Q2B0;3
17/12/2015;Adriana Rodríguez Silva;B01DZJFWNC;3
17/12/2015;Juan Pérez Torres;B00F3J4B5S;2
17/12/2015;Sofía Castro Salinas;B018IZ0SWI;4
17/12/2015;Diego Morales López;B01LQV1YHO;2
17/12/2015;Mariana Rojas Medina;B00J0O5J4Y;3
17/12/2015;Alejandro Soto Vásquez;B00J0O5J4Y;10
17/12/2015;Valentina Vega Ruiz;B00K15Q2B0;2
17/12/2015;Andrés Gómez Paredes;B00F3J4B5S;2
17/12/2015;Gabriela Huamán Castro;B00J0O5J4Y;2
17/12/2015;Eduardo Torres López;B016381QZA;2
17/12/2015;Carla Medina Vargas;B018IZ0SWI;2
17/12/2015;Ricardo García Huerta;B00K15Q2B0;3
18/12/2015;Laura Chávez Castro;B018IZ0SWI;1
18/12/2015;Carlos González Ruiz;B01EYT1URO;2
18/12/2015;Silvia Castro López;B00F3J4B5S;24
18/12/2015;Juan Carlos Rodríguez Medina;B00F3J4B5S;1
18/12/2015;Luisa Fernández Vargas;B00NQGP42Y;1
18/12/2015;José Morales Huamán;B015YCRYZM;17
18/12/2015;Ana Paula Rojas Torres;B01DZJFWNC;1
18/12/2015;Miguel Ángel Vega López;B015YCRYZM;2
18/12/2015;Carla García Castro;B01DZJFWNC;2
18/12/2015;Eduardo Castro Ruiz;B00F3J4B5S;2
18/12/2015;Gabriela Ramírez Vargas;B01DZJFWNC;2
18/12/2015;Ricardo Gómez Medina;B00NQGP42Y;2
18/12/2015;Laura Flores Salazar;B00NQGP42Y;1
18/12/2015;Juan Carlos Rodríguez Delgado;B00K15Q2B0;1
18/12/2015;Luisa García Vásquez;B00NQGP42Y;3
18/12/2015;Ana María Castro Salinas;B00NQGP42Y;1
18/12/2015;Ana María Castro Chávez;B00F3J4B5S;1
18/12/2015;Laura Flores Guzmán;B01LQV1YHO;3
18/12/2015;Carlos González Medina;B00K15Q2B0;1
18/12/2015;Miguel Ángel Vega Torres;B00K15Q2B0;2
18/12/2015;Rafaela Cáceres Castro;B00K15Q2B0;2
18/12/2015;Carla Fernández Mendoza;B00NQGP42Y;4
18/12/2015;Adrián Vega Ruiz;B00J0O5J4Y;2
18/12/2015;Diego Morales Castro;B016B7INC2;1
18/12/2015;Ricardo Gómez Vargas;B00K15Q2B0;2
18/12/2015;Silvia Ramírez Rivera;B00K15Q2B0;2
18/12/2015;Eduardo Cáceres Salazar;B016381QZA;1
18/12/2015;Juan Carlos Rodríguez Huamán;B00J0O5J4Y;2
18/12/2015;Gabriela Rojas Huerta;B00F3J4B5S;1
18/12/2015;Verónica Quispe Rodríguez;B00K15Q2B0;2
18/12/2015;Julio Vargas López;B01DZJFWNC;2
18/12/2015;Valentina Torres Vega;B00K15Q2B0;2
18/12/2015;Mariana Ruiz Cruz;B01DZJFWNC;2
18/12/2015;Luis Torres Medina;B00K15Q2B0;1
18/12/2015;Andrés Ramos Silva;B00K15Q2B0;1
18/12/2015;Ana Paula Sánchez Vargas;B01KBH547A;2
18/12/2015;Alejandro Ortega Salinas;B018IZ0SWI;2
18/12/2015;Sofía Castro Valdez;B01LQV1YHO;3
18/12/2015;Lucía Pérez Guerra;B01DZJFWNC;3
18/12/2015;Sebastián Salazar Peña;B01KBH547A;3
18/12/2015;Carolina Espinoza Ramírez;B00NQGP42Y;18
18/12/2015;Manuel Rojas Cárdenas;B00F3J4B5S;3
18/12/2015;Gabriela Navarro Gómez;B016381QZA;1
18/12/2015;Andrés Soto Paredes;B016381QZA;1
18/12/2015;Víctor García Soto;B01EYT1URO;2
18/12/2015;Camila Paredes Delgado;B00F3J4B5S;1
18/12/2015;Valeria Tapia Castro;B01LQV1YHO;2
18/12/2015;Eduardo Morales Sánchez;B00F3J4B5S;13
18/12/2015;María Fernández Vásquez;B018IZ0SWI;3
18/12/2015;Jorge Huamán Flores;B01KBH547A;3
19/12/2015;Daniela Chávez Paredes;B01EYT1URO;19
19/12/2015;José López Ramírez;B01EYT1URO;12
19/12/2015;Ana María Vargas Vega;B01LQV1YHO;1
19/12/2015;Carlos Rivera Castro;B00F3J4B5S;5
19/12/2015;Brenda Torres Sánchez;B00K15Q2B0;2
19/12/2015;Luis González López;B01KBH547A;1
19/12/2015;Patricia Medina Vargas;B00NQGP42Y;1
19/12/2015;Miguel García Huamán;B016381QZA;2
19/12/2015;Adriana Rodríguez Silva;B00NQGP42Y;3
19/12/2015;Juan Pérez Torres;B01LQV1YHO;1
19/12/2015;Sofía Castro Salinas;B016B7INC2;3
19/12/2015;Diego Morales López;B016381QZA;2
19/12/2015;Mariana Rojas Medina;B00NQGP42Y;1
19/12/2015;Alejandro Soto Vásquez;B01KBH547A;3
19/12/2015;Valentina Vega Ruiz;B00F3J4B5S;8
19/12/2015;Andrés Gómez Paredes;B00K15Q2B0;24
19/12/2015;Gabriela Huamán Castro;B01KBH547A;3
19/12/2015;Eduardo Torres López;B016B7INC2;1
19/12/2015;Carla Medina Vargas;B00K15Q2B0;2
19/12/2015;Ricardo García Huerta;B016381QZA;1
19/12/2015;Laura Chávez Castro;B018IZ0SWI;2
19/12/2015;Carlos González Ruiz;B00NQGP42Y;3
19/12/2015;Silvia Castro López;B00J0O5J4Y;3
19/12/2015;Juan Carlos Rodríguez Medina;B018IZ0SWI;3
19/12/2015;Luisa Fernández Vargas;B00NQGP42Y;3
19/12/2015;José Morales Huamán;B018IZ0SWI;2
19/12/2015;Ana Paula Rojas Torres;B01LQV1YHO;3
19/12/2015;Miguel Ángel Vega López;B00NQGP42Y;1
19/12/2015;Carla García Castro;B01KBH547A;11
19/12/2015;Eduardo Castro Ruiz;B00NQGP42Y;3
19/12/2015;Gabriela Ramírez Vargas;B00K15Q2B0;2
19/12/2015;Ricardo Gómez Medina;B00F3J4B5S;1
19/12/2015;Laura Flores Salazar;B01DZJFWNC;3
19/12/2015;Juan Carlos Rodríguez Delgado;B018IZ0SWI;3
19/12/2015;Luisa García Vásquez;B00NQGP42Y;3
19/12/2015;Ana María Castro Salinas;B016381QZA;9
19/12/2015;Ana María Castro Chávez;B00K15Q2B0;3
19/12/2015;Laura Flores Guzmán;B01LQV1YHO;12
19/12/2015;Carlos González Medina;B00NQGP42Y;1
19/12/2015;Miguel Ángel Vega Torres;B00NQGP42Y;3
19/12/2015;Rafaela Cáceres Castro;B00K15Q2B0;2
19/12/2015;Carla Fernández Mendoza;B00K15Q2B0;3
19/12/2015;Adrián Vega Ruiz;B016381QZA;2
19/12/2015;Diego Morales Castro;B01KBH547A;1
19/12/2015;Ricardo Gómez Vargas;B01KBH547A;1
19/12/2015;Silvia Ramírez Rivera;B00K15Q2B0;2
19/12/2015;Eduardo Cáceres Salazar;B00NQGP42Y;3
19/12/2015;Juan Carlos Rodríguez Huamán;B00K15Q2B0;5
19/12/2015;Gabriela Rojas Huerta;B00K15Q2B0;8
19/12/2015;Verónica Quispe Rodríguez;B01DZJFWNC;3
19/12/2015;Julio Vargas López;B00NQGP42Y;2
20/12/2015;Valentina Torres Vega;B018IZ0SWI;3
20/12/2015;Mariana Ruiz Cruz;B018IZ0SWI;4
20/12/2015;Luis Torres Medina;B00F3J4B5S;2
20/12/2015;Andrés Ramos Silva;B00NQGP42Y;3
20/12/2015;Ana Paula Sánchez Vargas;B01KBH547A;2
20/12/2015;Alejandro Ortega Salinas;B016B7INC2;3
20/12/2015;Sofía Castro Valdez;B016381QZA;1
20/12/2015;Lucía Pérez Guerra;B018IZ0SWI;4
20/12/2015;Sebastián Salazar Peña;B018IZ0SWI;2
20/12/2015;Carolina Espinoza Ramírez;B01KBH547A;1
20/12/2015;Manuel Rojas Cárdenas;B016B7INC2;3
20/12/2015;Gabriela Navarro Gómez;B015YCRYZM;3
20/12/2015;Andrés Soto Paredes;B00K15Q2B0;1
20/12/2015;Víctor García Soto;B01KBH547A;1
20/12/2015;Camila Paredes Delgado;B00K15Q2B0;3
20/12/2015;Valeria Tapia Castro;B01LQV1YHO;1
20/12/2015;Eduardo Morales Sánchez;B01KBH547A;2
20/12/2015;María Fernández Vásquez;B00K15Q2B0;2
20/12/2015;Jorge Huamán Flores;B00F3J4B5S;1
20/12/2015;Daniela Chávez Paredes;B01KBH547A;2
20/12/2015;José López Ramírez;B00NQGP42Y;3
20/12/2015;Ana María Vargas Vega;B00F3J4B5S;2
20/12/2015;Carlos Rivera Castro;B016B7INC2;2
20/12/2015;Brenda Torres Sánchez;B01KBH547A;2
20/12/2015;Luis González López;B00K15Q2B0;3
20/12/2015;Patricia Medina Vargas;B00F3J4B5S;3
20/12/2015;Miguel García Huamán;B018IZ0SWI;3
20/12/2015;Adriana Rodríguez Silva;B01DZJFWNC;19
20/12/2015;Juan Pérez Torres;B01EYT1URO;22
20/12/2015;Sofía Castro Salinas;B01EYT1URO;2
20/12/2015;Diego Morales López;B01DZJFWNC;3
20/12/2015;Mariana Rojas Medina;B00NQGP42Y;3
20/12/2015;Alejandro Soto Vásquez;B00K15Q2B0;1
20/12/2015;Valentina Vega Ruiz;B00NQGP42Y;24
20/12/2015;Andrés Gómez Paredes;B00F3J4B5S;3
20/12/2015;Gabriela Huamán Castro;B01DZJFWNC;2
20/12/2015;Eduardo Torres López;B018IZ0SWI;4
20/12/2015;Carla Medina Vargas;B00J0O5J4Y;9
20/12/2015;Ricardo García Huerta;B00NQGP42Y;2
20/12/2015;Laura Chávez Castro;B018IZ0SWI;1
20/12/2015;Carlos González Ruiz;B00F3J4B5S;17
20/12/2015;Silvia Castro López;B018IZ0SWI;4
20/12/2015;Juan Carlos Rodríguez Medina;B00K15Q2B0;2
20/12/2015;Luisa Fernández Vargas;B01DZJFWNC;1
20/12/2015;José Morales Huamán;B016381QZA;3
20/12/2015;Ana Paula Rojas Torres;B01KBH547A;1
20/12/2015;Miguel Ángel Vega López;B018IZ0SWI;2
20/12/2015;Carla García Castro;B01LQV1YHO;3
20/12/2015;Eduardo Castro Ruiz;B016B7INC2;1
20/12/2015;Gabriela Ramírez Vargas;B015YCRYZM;2
21/12/2015;Ricardo Gómez Medina;B00K15Q2B0;2
21/12/2015;Laura Flores Salazar;B01EYT1URO;8
21/12/2015;Juan Carlos Rodríguez Delgado;B00F3J4B5S;2
21/12/2015;Luisa García Vásquez;B015YCRYZM;3
21/12/2015;Ana María Castro Salinas;B01EYT1URO;3
